﻿Geography,Year,Category,Industry Space Use,Value
West Melbourne (Industrial),2042,Jobs by industry,Information media and telecommunications,6
West Melbourne (Industrial),2043,Jobs by industry,Information media and telecommunications,6
West Melbourne (Industrial),2023,Jobs by industry,Manufacturing,189
West Melbourne (Industrial),2024,Jobs by industry,Manufacturing,188
West Melbourne (Industrial),2025,Jobs by industry,Manufacturing,178
West Melbourne (Industrial),2026,Jobs by industry,Manufacturing,177
West Melbourne (Industrial),2028,Jobs by industry,Manufacturing,173
West Melbourne (Industrial),2035,Jobs by industry,Manufacturing,162
West Melbourne (Industrial),2038,Jobs by industry,Manufacturing,169
West Melbourne (Industrial),2042,Jobs by industry,Manufacturing,180
West Melbourne (Industrial),2024,Jobs by industry,Other services,55
West Melbourne (Industrial),2033,Jobs by industry,Other services,63
West Melbourne (Industrial),2035,Jobs by industry,Other services,63
West Melbourne (Industrial),2036,Jobs by industry,Other services,64
West Melbourne (Industrial),2039,Jobs by industry,Other services,65
West Melbourne (Industrial),2041,Jobs by industry,Other services,66
West Melbourne (Industrial),2042,Jobs by industry,Other services,67
West Melbourne (Industrial),2023,Jobs by industry,Public administration and safety,22
West Melbourne (Industrial),2030,Jobs by industry,Public administration and safety,27
West Melbourne (Industrial),2032,Jobs by industry,Public administration and safety,37
West Melbourne (Industrial),2035,Jobs by industry,Public administration and safety,42
West Melbourne (Industrial),2036,Jobs by industry,Public administration and safety,42
West Melbourne (Industrial),2023,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2027,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2028,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2034,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2036,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2043,Jobs by industry,Real estate services,9
West Melbourne (Industrial),2024,Jobs by industry,Rental and hiring services,12
West Melbourne (Industrial),2027,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2028,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2034,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2036,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2037,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2038,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2040,Jobs by industry,Rental and hiring services,15
West Melbourne (Industrial),2041,Jobs by industry,Rental and hiring services,15
West Melbourne (Industrial),2043,Jobs by industry,Rental and hiring services,15
West Melbourne (Industrial),2024,Jobs by industry,Retail trade,108
West Melbourne (Industrial),2025,Jobs by industry,Retail trade,117
West Melbourne (Industrial),2026,Jobs by industry,Retail trade,125
West Melbourne (Industrial),2032,Jobs by industry,Retail trade,162
West Melbourne (Industrial),2033,Jobs by industry,Retail trade,173
West Melbourne (Industrial),2036,Jobs by industry,Retail trade,185
West Melbourne (Industrial),2037,Jobs by industry,Retail trade,188
West Melbourne (Industrial),2039,Jobs by industry,Retail trade,194
West Melbourne (Industrial),2023,Jobs by industry,"Transport, postal and storage",2862
West Melbourne (Industrial),2030,Jobs by industry,"Transport, postal and storage",2812
West Melbourne (Industrial),2035,Jobs by industry,"Transport, postal and storage",2738
West Melbourne (Industrial),2036,Jobs by industry,"Transport, postal and storage",2741
West Melbourne (Industrial),2037,Jobs by industry,"Transport, postal and storage",2738
West Melbourne (Industrial),2039,Jobs by industry,"Transport, postal and storage",2743
West Melbourne (Industrial),2041,Jobs by industry,"Transport, postal and storage",2764
West Melbourne (Industrial),2030,Jobs by industry,Wholesale trade,473
West Melbourne (Industrial),2032,Jobs by industry,Wholesale trade,493
West Melbourne (Industrial),2037,Jobs by industry,Wholesale trade,588
West Melbourne (Industrial),2041,Jobs by industry,Wholesale trade,671
West Melbourne (Industrial),2042,Jobs by industry,Wholesale trade,670
West Melbourne (Residential),2025,Jobs by industry,Accommodation,85
West Melbourne (Residential),2026,Jobs by industry,Accommodation,93
West Melbourne (Residential),2027,Jobs by industry,Accommodation,98
West Melbourne (Residential),2030,Jobs by industry,Accommodation,123
West Melbourne (Residential),2031,Jobs by industry,Accommodation,137
West Melbourne (Residential),2041,Jobs by industry,Accommodation,196
West Melbourne (Residential),2042,Jobs by industry,Accommodation,196
West Melbourne (Residential),2043,Jobs by industry,Accommodation,196
West Melbourne (Residential),2024,Jobs by industry,Admin and support services,131
West Melbourne (Residential),2027,Jobs by industry,Admin and support services,142
West Melbourne (Residential),2028,Jobs by industry,Admin and support services,148
West Melbourne (Residential),2023,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2025,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2032,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2033,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2034,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2038,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2042,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2043,Jobs by industry,Agriculture and mining,0
West Melbourne (Residential),2023,Jobs by industry,Arts and recreation services,204
West Melbourne (Residential),2024,Jobs by industry,Arts and recreation services,217
West Melbourne (Residential),2027,Jobs by industry,Arts and recreation services,237
West Melbourne (Residential),2029,Jobs by industry,Arts and recreation services,254
West Melbourne (Residential),2030,Jobs by industry,Arts and recreation services,265
West Melbourne (Residential),2032,Jobs by industry,Arts and recreation services,292
West Melbourne (Residential),2043,Jobs by industry,Arts and recreation services,374
West Melbourne (Residential),2023,Jobs by industry,Business services,1029
West Melbourne (Residential),2033,Jobs by industry,Business services,1327
West Melbourne (Residential),2041,Jobs by industry,Business services,1451
West Melbourne (Residential),2042,Jobs by industry,Business services,1456
West Melbourne (Residential),2024,Jobs by industry,Construction,230
West Melbourne (Residential),2025,Jobs by industry,Construction,235
West Melbourne (Residential),2027,Jobs by industry,Construction,245
West Melbourne (Residential),2033,Jobs by industry,Construction,271
West Melbourne (Residential),2034,Jobs by industry,Construction,275
West Melbourne (Residential),2036,Jobs by industry,Construction,280
West Melbourne (Residential),2037,Jobs by industry,Construction,279
West Melbourne (Residential),2039,Jobs by industry,Construction,281
West Melbourne (Residential),2043,Jobs by industry,Construction,281
West Melbourne (Residential),2025,Jobs by industry,Education and training,509
West Melbourne (Residential),2026,Jobs by industry,Education and training,545
West Melbourne (Residential),2028,Jobs by industry,Education and training,610
West Melbourne (Residential),2036,Jobs by industry,Education and training,987
West Melbourne (Residential),2039,Jobs by industry,Education and training,1055
West Melbourne (Residential),2043,Jobs by industry,Education and training,1041
West Melbourne (Residential),2024,Jobs by industry,"Electricity, gas, water and waste services",0
West Melbourne (Residential),2030,Jobs by industry,"Electricity, gas, water and waste services",0
West Melbourne (Residential),2041,Jobs by industry,"Electricity, gas, water and waste services",0
West Melbourne (Residential),2027,Jobs by industry,Finance and insurance,91
West Melbourne (Residential),2033,Jobs by industry,Finance and insurance,98
West Melbourne (Residential),2034,Jobs by industry,Finance and insurance,99
West Melbourne (Residential),2037,Jobs by industry,Finance and insurance,102
West Melbourne (Residential),2038,Jobs by industry,Finance and insurance,103
West Melbourne (Residential),2026,Jobs by industry,Food and beverage services,514
West Melbourne (Residential),2029,Jobs by industry,Food and beverage services,578
West Melbourne (Residential),2032,Jobs by industry,Food and beverage services,640
West Melbourne (Residential),2036,Jobs by industry,Food and beverage services,685
West Melbourne (Residential),2037,Jobs by industry,Food and beverage services,697
West Melbourne (Residential),2043,Jobs by industry,Food and beverage services,726
West Melbourne (Residential),2027,Jobs by industry,Health care and social assistance,790
West Melbourne (Residential),2032,Jobs by industry,Health care and social assistance,1019
West Melbourne (Residential),2037,Jobs by industry,Health care and social assistance,1308
West Melbourne (Residential),2040,Jobs by industry,Health care and social assistance,1344
West Melbourne (Residential),2025,Jobs by industry,Information media and telecommunications,131
West Melbourne (Residential),2026,Jobs by industry,Information media and telecommunications,134
West Melbourne (Residential),2033,Jobs by industry,Information media and telecommunications,158
West Melbourne (Residential),2041,Jobs by industry,Information media and telecommunications,176
West Melbourne (Residential),2023,Jobs by industry,Manufacturing,115
West Melbourne (Residential),2026,Jobs by industry,Manufacturing,110
West Melbourne (Residential),2027,Jobs by industry,Manufacturing,109
West Melbourne (Residential),2028,Jobs by industry,Manufacturing,108
West Melbourne (Residential),2029,Jobs by industry,Manufacturing,107
West Melbourne (Residential),2032,Jobs by industry,Manufacturing,105
West Melbourne (Residential),2033,Jobs by industry,Manufacturing,104
West Melbourne (Residential),2037,Jobs by industry,Manufacturing,111
West Melbourne (Residential),2038,Jobs by industry,Manufacturing,114
West Melbourne (Residential),2040,Jobs by industry,Manufacturing,118
West Melbourne (Residential),2041,Jobs by industry,Manufacturing,117
West Melbourne (Residential),2043,Jobs by industry,Manufacturing,114
West Melbourne (Residential),2027,Jobs by industry,Other services,334
West Melbourne (Residential),2029,Jobs by industry,Other services,359
West Melbourne (Residential),2030,Jobs by industry,Other services,372
West Melbourne (Residential),2034,Jobs by industry,Other services,405
West Melbourne (Residential),2038,Jobs by industry,Other services,440
West Melbourne (Residential),2040,Jobs by industry,Other services,448
West Melbourne (Residential),2042,Jobs by industry,Other services,448
West Melbourne (Residential),2023,Jobs by industry,Public administration and safety,538
West Melbourne (Residential),2025,Jobs by industry,Public administration and safety,542
West Melbourne (Residential),2029,Jobs by industry,Public administration and safety,560
West Melbourne (Residential),2030,Jobs by industry,Public administration and safety,565
West Melbourne (Residential),2032,Jobs by industry,Public administration and safety,574
West Melbourne (Residential),2033,Jobs by industry,Public administration and safety,577
West Melbourne (Residential),2036,Jobs by industry,Public administration and safety,590
West Melbourne (Residential),2038,Jobs by industry,Public administration and safety,599
West Melbourne (Residential),2039,Jobs by industry,Public administration and safety,604
West Melbourne (Residential),2033,Jobs by industry,Real estate services,40
West Melbourne (Residential),2034,Jobs by industry,Real estate services,41
West Melbourne (Residential),2041,Jobs by industry,Real estate services,44
West Melbourne (Residential),2042,Jobs by industry,Real estate services,44
West Melbourne (Residential),2029,Jobs by industry,Rental and hiring services,0
West Melbourne (Residential),2033,Jobs by industry,Rental and hiring services,0
West Melbourne (Residential),2034,Jobs by industry,Rental and hiring services,0
West Melbourne (Residential),2042,Jobs by industry,Rental and hiring services,0
West Melbourne (Residential),2024,Jobs by industry,Retail trade,195
West Melbourne (Residential),2030,Jobs by industry,Retail trade,251
West Melbourne (Residential),2040,Jobs by industry,Retail trade,295
West Melbourne (Residential),2041,Jobs by industry,Retail trade,295
West Melbourne (Residential),2023,Jobs by industry,"Transport, postal and storage",56
